name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state,isInternational,weight_group,height_group
Daniel Busby,University of South Carolina – Upstate,Freshman,Defender,5'10,160,James Island Charter High School,Charleston,(SC) - South Carolina,False,150-169,5'8-5'11
Luke Halkett,University of South Carolina – Upstate,Junior,Midfielder,6'2,157,Eastside High School,Greer,(SC) - South Carolina,False,150-169,6'0-6'6
Dario Stadler,University of South Carolina – Upstate,Sophomore,Forward,6'1,170,Kantonsschule Baden,Zurich,Switzerland,True,170-199,6'0-6'6
Thomas Herzog,University of South Carolina – Upstate,Sophomore,Midfielder,6'0,165,Chaminade High School,Ridge,(NY) - New York,False,150-169,6'0-6'6
Adrian Panaite,University of South Carolina – Upstate,Sophomore,Forward,6'0,170,Georges Vanier Secondary School,Toronto,Ontario,True,170-199,6'0-6'6
Fabian Dietrich,University of South Carolina – Upstate,Senior,Midfielder,6'2,176,Wilhelm-Bracke-Gesamtschule,Berlin,Germany,True,170-199,6'0-6'6
Carlos Lopez,University of South Carolina – Upstate,Junior,Forward,5'7,140,Miami Senior High School,Miami,(FL) - Florida,False,130-149,5'7-5'3
James Hungerbuhler,University of South Carolina – Upstate,Redshirt Freshman,Defender,5'9,145,Lassiter High School,Atlanta,(GA) - Georgia,False,130-149,5'8-5'11
Kristian Eek,University of South Carolina – Upstate,Redshirt Freshman,Goalkeeper,6'0,170,Marvin Ridge High School,Charlotte,(NC) - North Carolina,False,170-199,6'0-6'6
Petr Loznev,University of South Carolina – Upstate,Redshirt Freshman,Defender,6'2,172,South Mecklenburg High School,Charlotte,(NC) - North Carolina,False,170-199,6'0-6'6
Marcus Wærn,University of South Carolina – Upstate,Junior,Forward,6'2,227,Randers Handelsgymnasium,Randers,Denmark,True,Above 200,6'0-6'6
Carson Hickok,University of South Carolina – Upstate,Senior,Defender,5'11,175,Niceville High School,Destin,(FL) - Florida,False,170-199,5'8-5'11
Anthony Cox,University of South Carolina – Upstate,Senior,Defender,6'0,175,Sir John Leman High School,London,,False,170-199,6'0-6'6
Max Edwards,University of South Carolina – Upstate,Sophomore,Midfielder,5'10,170,Lincoln High School,Burnley,,False,170-199,5'8-5'11
Ezra Hoffman,University of South Carolina – Upstate,Sophomore,Forward,5'11,155,Mountain View High School,Dacula,(GA) - Georgia,False,150-169,5'8-5'11
Bradyn Cobb,University of South Carolina – Upstate,Freshman,Midfielder,6'1,167,Oceanside Collegiate Academy,Mount Pleasant,(SC) - South Carolina,False,150-169,6'0-6'6
Peyton Pressley,University of South Carolina – Upstate,Junior,Forward,5'7,135,Boiling Springs High School,Boiling Springs,(SC) - South Carolina,False,130-149,5'7-5'3
Ollie  West,University of South Carolina – Upstate,Sophomore,Defender,6'2,182,,Hampshire,,False,170-199,6'0-6'6
Gabe Conlin,University of South Carolina – Upstate,Freshman,Defender,5'8,140,Oceanside Collegiate Academy,Mount Pleasant,(SC) - South Carolina,False,130-149,5'8-5'11
Shayne Abrams,University of South Carolina – Upstate,Freshman,Forward,5'11,145,St. Edmund Campion Catholic Secondary School,Brampton,Ontario,True,130-149,5'8-5'11
Sam ter Linde,University of South Carolina – Upstate,Freshman,Defender,6'3,195,Lake Norman High School,Mooresville,(NC) - North Carolina,False,170-199,6'0-6'6
Guy Ellis,University of South Carolina – Upstate,Junior,Defender,5'10,160,Legion Academy,Rock Hill,(SC) - South Carolina,False,150-169,5'8-5'11
Jakob Benz,University of South Carolina – Upstate,Redshirt Sophomore,Defender,6'1,185,Cuthbertson High School,Waxhaw,(NC) - North Carolina,False,170-199,6'0-6'6
Luke Marin,University of South Carolina – Upstate,Sophomore,Midfielder,5'6,145,Nation Ford High School,Fort Mill,(SC) - South Carolina,False,130-149,5'7-5'3
Liam Duggan,University of South Carolina – Upstate,Freshman,Midfielder,6'0,155,Pickering College,Pickering,Ontario,True,150-169,6'0-6'6
Alec Myers,University of South Carolina – Upstate,Sophomore,Defender,5'8,155,Riverside High School,Greenville,(SC) - South Carolina,False,150-169,5'8-5'11
Bryan Doig,University of South Carolina – Upstate,Freshman,Forward,5'11,165,Lucy Beckham High School,Charleston,(SC) - South Carolina,False,150-169,5'8-5'11
Dzenan Cerimagic,University of South Carolina – Upstate,Sophomore,Forward,6'0,200,Campbell High School,Marietta,(GA) - Georgia,False,Above 200,6'0-6'6
Mathis Haugen,University of South Florida,Senior,Defender,,,Norwegian School of Athletes,Oslo,Norway,True,,
Mikhail Keise,University of South Florida,Redshirt Sophomore,Defender,,,Marjory Stoneman Douglas HS,Parkland,(FL) - Florida,False,,
Pedro Faife,University of South Florida,Junior,Midfielder,,,Miami Senior HS,Miami,(FL) - Florida,False,,
John Adekunle,University of South Florida,Graduate Student,Forward,,,,Berlin,Germany,True,,
Tyler Richardson,University of South Florida,Junior,Midfielder,,,Ponte Vedra HS,Jacksonville,(FL) - Florida,False,,
Louis Hervouin,University of South Florida,Graduate Student,Midfielder,,,Dupuy De Lôme,Rennes,France,True,,
Asher Jones,University of South Florida,Sophomore,Midfielder,,,Tampa Prep,Tampa,(FL) - Florida,False,,
Michael Owens,University of South Florida,Junior,Midfielder,,,Colegio Liceo Naval,Bellingham,(WA) - Washington,False,,
Marcelo Mondragon,University of South Florida,Sophomore,Midfielder,,,Pembroke Pines Charter,Pembroke Pines,(FL) - Florida,False,,
Kyle Hunnicutt,University of South Florida,Sophomore,Forward,,,Booker T Washington,Pensacola,(FL) - Florida,False,,
Felix Schaefer,University of South Florida,Graduate Student,Goalkeeper,,,John F. Kennedy School (Berlin),Berlin,Germany,True,,
Tim Devine,University of South Florida,Sophomore,Goalkeeper,,,Holy Ghost Prep,Philadelphia,(PA) - Pennsylvania,False,,
Jakob  Auby,University of South Florida,Freshman,Forward,,,,Sarpsborg,Norway,True,,
João Belmudes,University of South Florida,Senior,Midfielder,,,Colegio Amorim,Tubarao,Brazil,True,,
Fabio Bozesan,University of South Florida,Freshman,Forward,,,,Würzburg,Germany,True,,
Cade Erickson,University of South Florida,Junior,Midfielder,,,Groote Schuur / Lambda Institution,Cape Town,South Africa,True,,
Kohsuke Fukudome,University of South Florida,Junior,Defender,,,Kashima Gakuen,Chiba,Japan,True,,
Jacobo Gonzalez,University of South Florida,Freshman,,,,,,,False,,
Joshua Grant,University of South Florida,Freshman,Goalkeeper,,,Florida Virtual,Lauderhill,(FL) - Florida,False,,
Fabian Hilpert,University of South Florida,Freshman,Forward,,,Segbroek College,The Hague,Netherlands,True,,
Marcellus McCoy,University of South Florida,Junior,Defender,,,Lake Gibson Senior,Lakeland,(FL) - Florida,False,,
Brandon Nyagurungo,University of South Florida,Senior,Forward,,,Prince Edward,Harare,,False,,
Nicolas Pietrantonio,University of South Florida,Freshman,Defender,,,Laval Senior Academy,Montreal,Canada,True,,
Bence Stanciu,University of South Florida,Freshman,Forward,,,Bill Crothers Secondary School,Toronto,Ontario,True,,
Jahiem Wickham,University of South Florida,Junior,Goalkeeper,,,Toronto FC Academy,Brampton,Canada,True,,
Dominic Wilson,University of South Florida,Freshman,Forward,,,Cumberland Valley,Mechanicsburg,(PA) - Pennsylvania,False,,
Luka Zujovic,University of South Florida,Freshman,Midfielder,,,Tampa Prep,Tampa,(FL) - Florida,False,,
Braden Matthews,University of Southern Indiana,Graduate Student,Goalkeeper,6'3,189,Princeton,Princeton,(IN) - Indiana,False,170-199,6'0-6'6
Andrew Klott,University of Southern Indiana,Sophomore,Goalkeeper,6'5,210,Francis Howell,St. Charles,(MO) - Missouri,False,Above 200,6'0-6'6
Matias Garnier,University of Southern Indiana,Freshman,Defender / Midfielder,6'0,177,Combine Academy,San Jose,Costa Rica,True,170-199,6'0-6'6
Diego Rodriguez,University of Southern Indiana,Sophomore,Defender,5'11,170,Edwardsburg,Edwardsburg,(MI) - Michigan,False,170-199,5'8-5'11
Michael Bolognone,University of Southern Indiana,Junior,Defender,6'2,185,,Medford Lakes,(NJ) - New Jersey,False,170-199,6'0-6'6
Brock Martindale,University of Southern Indiana,Senior,Defender,6'4,187,Montour,McKees Rocks,(PA) - Pennsylvania,False,170-199,6'0-6'6
Pablo Juan,University of Southern Indiana,Sophomore,Midfielder,5'9,160,St. John Vianney,St. Louis,(MO) - Missouri,False,150-169,5'8-5'11
David Davila,University of Southern Indiana,Freshman,Forward,6'3,165,Concord,Elkhart,(IN) - Indiana,False,150-169,6'0-6'6
Jaron Frye,University of Southern Indiana,Junior,Forward,5'8,160,Liberty Hill,Tulsa,,False,150-169,5'8-5'11
Jack Schwering,University of Southern Indiana,Junior,Forward,5'11,150,St. Dominic,O'Fallon,(MO) - Missouri,False,150-169,5'8-5'11
Jackson Mitchell,University of Southern Indiana,Sophomore,Forward,5'8,160,Castle,Newburgh,(IN) - Indiana,False,150-169,5'8-5'11
Lucas Lainez,University of Southern Indiana,Sophomore,Defender,5'7,160,Egg Harbor Township,Egg Harbor,(NJ) - New Jersey,False,150-169,5'7-5'3
Wesley Rhodes,University of Southern Indiana,Senior,Midfielder,6'0,180,Shortridge,Indianapolis,(IN) - Indiana,False,170-199,6'0-6'6
Ahiro  Nakamae,University of Southern Indiana,Freshman,Midfielder,5'8,140,Fishers,Mie,Japan,True,130-149,5'8-5'11
Ezekiel Ortiz,University of Southern Indiana,Sophomore,Midfielder,5'6,150,Dalton,Dalton,(GA) - Georgia,False,150-169,5'7-5'3
Fabrice Remy,University of Southern Indiana,Senior,Midfielder,6'0,175,Coral Springs,Coral Springs,(FL) - Florida,False,170-199,6'0-6'6
Gavin English,University of Southern Indiana,Freshman,Defender,6'2,165,Belleville East,Belleville,(IL) - Illinois,False,150-169,6'0-6'6
Santi Arruffat,University of Southern Indiana,Freshman,Midfielder,5'10,160,Harrison,Evansville,(IN) - Indiana,False,150-169,5'8-5'11
Will Kirchhofer,University of Southern Indiana,Sophomore,Midfielder,5'6,140,Fishers,Fishers,(IN) - Indiana,False,130-149,5'7-5'3
Garrett Morris,University of Southern Indiana,Junior,Midfielder,6'1,160,Powell,Powell,,False,150-169,6'0-6'6
Devin Reiminger,University of Southern Indiana,Senior,Defender,6'3,185,Jackson,Jackson,(MO) - Missouri,False,170-199,6'0-6'6
Gaurav Sandhu,University of Southern Indiana,Junior,Goalkeeper,6'4,185,St. Marguerite d'Youvile,Toronto,Canada,True,170-199,6'0-6'6
Ricardo Gonzalez,University of Southern Indiana,Freshman,Defender,6'2,165,York Region,Markham,Canada,True,150-169,6'0-6'6
Jacob  Arnold,University of Southern Indiana,Freshman,Goalkeeper,6'0,155,Vestavia Hills,Andover,(MN) - Minnesota,False,150-169,6'0-6'6
Gabe Voung,University of Southern Indiana,Junior,Forward,5'10,160,Sun Prairie,Sun Prairie,(WI) - Wisconsin,False,150-169,5'8-5'11
Jeremie  Benson,University of Southern Indiana,Junior,Defender / Midfielder,6'1,180,SF Washington,Sioux Falls,(SD) - South Dakota,False,170-199,6'0-6'6
Garland Hall,University of Southern Indiana,Senior,Midfielder,5'10,160,Memorial,Evansville,(IN) - Indiana,False,150-169,5'8-5'11
Elmer  Garcia,University of Southern Indiana,Senior,Midfielder,5'5,130,Lawrence Central,Indianapolis,(IN) - Indiana,False,130-149,5'7-5'3
Craig Rusin,University of Southern Indiana,Freshman,Midfielder,5'7,130,Lake Central,Crown Point,(IN) - Indiana,False,130-149,5'7-5'3
Sam McConnell,University of Southern Indiana,Sophomore,Midfielder,5'11,155,Castle,Newburgh,(IN) - Indiana,False,150-169,5'8-5'11
Andrew Miranda,University of Southern Indiana,Sophomore,Defender,5'10,160,IMG Academy,Chicago,(IL) - Illinois,False,150-169,5'8-5'11
Moritz Krenc,University of St. Thomas – Minnesota,Sophomore,Goalkeeper,6'5,,Norbert-Gymnasium Knechtsteden,Dusseldorf,Germany,True,,6'0-6'6
Simon Klevberg,University of St. Thomas – Minnesota,Junior,Defender,6'1,,East Tennessee State,Baerum,Norway,True,,6'0-6'6
Gunnar Busch,University of St. Thomas – Minnesota,Junior,Midfielder,5'9,,Wauwatosa East,Milwaukee,(WI) - Wisconsin,False,,5'8-5'11
Vitus Voitl,University of St. Thomas – Minnesota,Graduate Student,Defender,6'1,,Polgargymnasium,Vienna,Austria,True,,6'0-6'6
Merrick Schaefer,University of St. Thomas – Minnesota,Freshman,Midfielder,5'9,,Eastview,Eagan,(MN) - Minnesota,False,,5'8-5'11
Chance Therrien,University of St. Thomas – Minnesota,Sophomore,Midfielder,5'10,,Champlain Valley Union,Charlotte,(VT) - Vermont,False,,5'8-5'11
Faris Colic,University of St. Thomas – Minnesota,Senior,Forward,6'4,,Anoka (Minn.),Mostar,Bosnia and Herzegovina,True,,6'0-6'6
Oliver Bieleveldt,University of St. Thomas – Minnesota,Junior,Midfielder,6'0,,Keizer Karel,Amstelveen,Netherlands,True,,6'0-6'6
Jorge Perez,University of St. Thomas – Minnesota,Graduate Student,Forward,6'1,,Mars Hill,Vigo,Spain,True,,6'0-6'6
Alejandro Giner,University of St. Thomas – Minnesota,Graduate Student,Midfielder,5'8,,South Kent,Villena,Spain,True,,5'8-5'11
Charlie Holton,University of St. Thomas – Minnesota,Senior,Forward,5'10,,Marquette,Mequon,(WI) - Wisconsin,False,,5'8-5'11
Keegan James,University of St. Thomas – Minnesota,Senior,Midfielder,5'11,,Blake,Minneapolis,(MN) - Minnesota,False,,5'8-5'11
Cullen Connaker,University of St. Thomas – Minnesota,Junior,Defender,6'1,,Shattuck-St. Mary’s,Plymouth,(MN) - Minnesota,False,,6'0-6'6
Zach Deslongchamps,University of St. Thomas – Minnesota,Freshman,Forward,5'11,,Marquette,Whitefish Bay,(WI) - Wisconsin,False,,5'8-5'11
Bryce Dullum,University of St. Thomas – Minnesota,Freshman,Midfielder,5'8,,Mounds View,North Oaks,(MN) - Minnesota,False,,5'8-5'11
Sidney Kerr,University of St. Thomas – Minnesota,Graduate Student,Midfielder,6'2,,Whitgift,London,United Kingdom,True,,6'0-6'6
Ciro Sorrentino,University of St. Thomas – Minnesota,Freshman,Midfielder,5'10,,IMG Academy,Los Cabos,Mexico,True,,5'8-5'11
John Bence,University of St. Thomas – Minnesota,Freshman,Midfielder,6'2,,Shattuck-Saint Mary's,Pittsburgh,(PA) - Pennsylvania,False,,6'0-6'6
Tyler Walser,University of St. Thomas – Minnesota,Freshman,Forward,6'0,,Duxbury,Duxbury,(MA) - Massachusetts,False,,6'0-6'6
Kienan Wilkinson,University of St. Thomas – Minnesota,Junior,Forward,6'2,,La Salle Catholic College Prep,Portland,(OR) - Oregon,False,,6'0-6'6
Jorge Pacheco,University of St. Thomas – Minnesota,Junior,Midfielder,5'9,,Colegio Aristos,Chihuahua,Mexico,True,,5'8-5'11
Tommy Kniser,University of St. Thomas – Minnesota,Sophomore,Midfielder,5'10,,Minnesota United MLS Next,St. Louis Park,(MN) - Minnesota,False,,5'8-5'11
Aden Hansen,University of St. Thomas – Minnesota,Sophomore,Defender,6'2,,Real Colorado,Littleton,(CO) - Colorado,False,,6'0-6'6
Charlie Hoelscher,University of St. Thomas – Minnesota,Junior,Midfielder,6'3,,Jackson Hole,Jackson Hole,,False,,6'0-6'6
Miles Akhigbe,University of St. Thomas – Minnesota,Junior,Defender,6'1,,Wayzata,Plymouth,(MN) - Minnesota,False,,6'0-6'6
Kevin Sliva,University of St. Thomas – Minnesota,Junior,Defender,6'3,,Mountainside,Portland,(OR) - Oregon,False,,6'0-6'6
Nathaniel Moore,University of St. Thomas – Minnesota,Sophomore,Goalkeeper,6'3,,Arrowhead Union,Nashotah,(WI) - Wisconsin,False,,6'0-6'6
Cameron Olszewski,University of St. Thomas – Minnesota,Freshman,Goalkeeper,5'10,,Shattuck-St Mary’s,Savannah,(GA) - Georgia,False,,5'8-5'11
Diego Gomez,University of Texas – Rio Grande Valley,Senior,Goalkeeper,6'1,190,,Jalisco,Mexico,True,170-199,6'0-6'6
Alexis Gonzalez,University of Texas – Rio Grande Valley,Junior,Goalkeeper,6'2,190,,Brownsville,(TX) - Texas,False,170-199,6'0-6'6
Cesar Baltazar,University of Texas – Rio Grande Valley,Senior,Midfielder,5'7,135,,Houston,(TX) - Texas,False,130-149,5'7-5'3
Abel Ador,University of Texas – Rio Grande Valley,Freshman,Midfielder,6'1,,,Tema,Ghana,True,,6'0-6'6
Mohammed Shahabodien,University of Texas – Rio Grande Valley,Senior,Midfielder,5'11,185,,Johannesburg,South Africa,True,170-199,5'8-5'11
Cade Erickson,University of Texas – Rio Grande Valley,Junior,Midfielder,5'6,,,Capetown,South Africa,True,,5'7-5'3
Kgodiso Sukati,University of Texas – Rio Grande Valley,Junior,Forward,6'3,190,,Johannesburg,South Africa,True,170-199,6'0-6'6
Keaviano Francis,University of Texas – Rio Grande Valley,Sophomore,Forward,5'7,,,East London,South Africa,True,,5'7-5'3
Josue Camacho,University of Texas – Rio Grande Valley,Senior,Midfielder,6'0,175,,San Jose,Costa Rica,True,170-199,6'0-6'6
Sota Matsuo,University of Texas – Rio Grande Valley,Junior,Forward,6'1,165,,Yokohama,Japan,True,150-169,6'0-6'6
Sora Noda,University of Texas – Rio Grande Valley,Senior,Forward,5'6,137,,Shonan,Japan,True,130-149,5'7-5'3
Pablo Torre,University of Texas – Rio Grande Valley,Freshman,Forward,6'1,170,,McAllen,(TX) - Texas,False,170-199,6'0-6'6
Jaime Carrillo,University of Texas – Rio Grande Valley,Sophomore,Forward,5'7,126,,Amarillo,(TX) - Texas,False,below 130,5'7-5'3
Ricardo Joasilus,University of Texas – Rio Grande Valley,Junior,Midfielder,6'1,177,,Providenciales,Turks & Caicos,True,170-199,6'0-6'6
Finn O'Connor,University of Texas – Rio Grande Valley,Senior,Defender,6'1,160,,Wellington,New Zealand,True,150-169,6'0-6'6
Ty Hall,University of Texas – Rio Grande Valley,Redshirt Freshman,Forward,6'0,,,Tokyo,Japan,True,,6'0-6'6
Arev Vera,University of Texas – Rio Grande Valley,Sophomore,Defender,6'1,165,,Edinburg,(TX) - Texas,False,150-169,6'0-6'6
Daniel Flores,University of Texas – Rio Grande Valley,Sophomore,Midfielder,5'7,133,,Houston,(TX) - Texas,False,130-149,5'7-5'3
Diogo Mendonca Bastos,University of Texas – Rio Grande Valley,Junior,Defender,5'9,160,,Fortaleza,Brazil,True,150-169,5'8-5'11
Fernando Carreon,University of Texas – Rio Grande Valley,Sophomore,Goalkeeper,6'0,,,Mexico City,Mexico,True,,6'0-6'6
Jaron Noble,University of the Incarnate Word,Freshman,Goalkeeper,6'3,,Graham High School,Graham,(TX) - Texas,False,,6'0-6'6
Brian Garcia,University of the Incarnate Word,Freshman,Goalkeeper,5'11,,,Houston,(TX) - Texas,False,,5'8-5'11
Benjamin Miller,University of the Incarnate Word,Freshman,Goalkeeper,6'2,,Lone Peak High School,Highland,(UT) - Utah,False,,6'0-6'6
Will Ansah,University of the Incarnate Word,Senior,Defender,5'10,,Robert Clack High School,London,,False,,5'8-5'11
Daniel Ordonez,University of the Incarnate Word,Freshman,Midfielder,5'9,,Churchill High School,San Antonio,(TX) - Texas,False,,5'8-5'11
Rochaine Baker,University of the Incarnate Word,Junior,Defender,6'1,,Angelina College,Kingston,Jamaica,True,,6'0-6'6
Tatenda Chigede,University of the Incarnate Word,Sophomore,Midfielder,6'1,,Rockhill High School,Tulsa,,False,,6'0-6'6
Canon Downey,University of the Incarnate Word,Freshman,Defender,6'1,,Wasatch High School,Heber City,(UT) - Utah,False,,6'0-6'6
Edgar Soto,University of the Incarnate Word,Graduate Student,Forward,5'9,,Belton High School,,,False,,5'8-5'11
Luis Zuniga,University of the Incarnate Word,Graduate Student,Midfielder,5'7,,Liceo de Tarrazu,Tarrazu,,False,,5'7-5'3
Yusuff Ojebode,University of the Incarnate Word,Senior,Forward,5'7,,Sandwell Academy,Birmingham,,False,,5'7-5'3
Peleg Armendariz,University of the Incarnate Word,Sophomore,Midfielder,5'8,,Santa Teresa High School,Austin,(TX) - Texas,False,,5'8-5'11
"Fransicso ""Paco"" Segura",University of the Incarnate Word,Graduate Student,Forward,5'10,,LEE High School,San Antonio,(TX) - Texas,False,,5'8-5'11
"Josiah ""Jo"" Henderson",University of the Incarnate Word,Junior,Forward,6'0,,Albuquerque High School,Albuquerque,(NM) - New Mexico,False,,6'0-6'6
Cristian Mendoza,University of the Incarnate Word,Junior,Forward,5'11,,Lovington High School,Lovington,(NM) - New Mexico,False,,5'8-5'11
Santiago Ruiz,University of the Incarnate Word,Senior,Midfielder,5'7,,Universidad del calle de Mexico,Mexico City,Mexico,True,,5'7-5'3
Erick Rios,University of the Incarnate Word,Sophomore,Midfielder,5'4,,Hendrickson High School,Austin,(TX) - Texas,False,,5'7-5'3
Dylan Navarijo,University of the Incarnate Word,Senior,Midfielder,5'7,,New Braunfels High School,New Braunfels,(TX) - Texas,False,,5'7-5'3
Leonardo Aguirre,University of the Incarnate Word,Sophomore,Defender,5'8,,Gadsden High School,Anthony,(NM) - New Mexico,False,,5'8-5'11
"Emanuel ""Manny"" Martinez",University of the Incarnate Word,Freshman,Forward,5'11,,Frisco Memorial,Dallas,(TX) - Texas,False,,5'8-5'11
Timothy Ospina,University of the Incarnate Word,Junior,Midfielder,6'0,,Frisco High School,Frisco,(TX) - Texas,False,,6'0-6'6
Brady Drozdowski,University of the Incarnate Word,Senior,Defender,6'0,,Bridgeland,Houston,(TX) - Texas,False,,6'0-6'6
"Cesar ""Danny"" Elizalde",University of the Incarnate Word,Junior,Midfielder,5'7,,Lonestar High School,El Paso,(TX) - Texas,False,,5'7-5'3
Miles Merritt,University of the Incarnate Word,Sophomore,Midfielder,5'10,,Sandia Prep,Albuquerque,(NM) - New Mexico,False,,5'8-5'11
Diego Muller,University of the Incarnate Word,Sophomore,Forward,5'9,,Hays High School,Russell,(KS) - Kansas,False,,5'8-5'11
Hazani Torres,University of the Incarnate Word,Freshman,Defender,6'0,,Frisco High School,Frisco,(TX) - Texas,False,,6'0-6'6
Diego Robles,University of the Incarnate Word,Freshman,Forward,6'0,,Johnson High School,San Antonio,(TX) - Texas,False,,6'0-6'6
Sello Diphoko,University of the Incarnate Word,Junior,Forward,5'9,,Kagisano Combined School,Soutpan,South Africa,True,,5'8-5'11
William  Fagerberg,University of the Incarnate Word,Freshman,Defender,6'0,,Westlake High School,Austin,(TX) - Texas,False,,6'0-6'6
Chase Ashby,University of the Incarnate Word,Freshman,Forward,6'1,,Farmington High School,,,False,,6'0-6'6
Giovanni Padilla,University of the Incarnate Word,Freshman,Defender,5'9,,UT High School Online,New Braunfels,(TX) - Texas,False,,5'8-5'11
Alejandro De La Torre,University of the Incarnate Word,Graduate Student,Goalkeeper,6'4,,Georgetown High School,Georgetown,(TX) - Texas,False,,6'0-6'6
Mateus Ruiz-Hurst,University of the Pacific,Junior,Goalkeeper,6'2,,,San Jose,(CA) - California,False,,6'0-6'6
Jacob Heisner,University of the Pacific,Senior,Defender,6'1,,,Brentwood,(CA) - California,False,,6'0-6'6
Matteo Carbone,University of the Pacific,Senior,Defender,6'0,,,Scotts Valley,(CA) - California,False,,6'0-6'6
Danny  Govea,University of the Pacific,Senior,Midfielder,5'10,,Pacheco,Los Baños,(CA) - California,False,,5'8-5'11
Alberto Cruz,University of the Pacific,Senior,Forward,5'11,,,Madrid,Spain,True,,5'8-5'11
Luca Baltzer,University of the Pacific,Senior,Midfielder,6'1,,,Oberstenfeld,Germany,True,,6'0-6'6
Jose Maria Barrera,University of the Pacific,Senior,Midfielder,5'10,,Weston Ranch,Stockton,(CA) - California,False,,5'8-5'11
Massimo Erfani,University of the Pacific,Junior,Midfielder,6'0,,,San Diego,(CA) - California,False,,6'0-6'6
Ezekiel Padilla,University of the Pacific,Sophomore,Forward,5'8,,,Livingston,(CA) - California,False,,5'8-5'11
Ben-Martin Wilkinson,University of the Pacific,Redshirt Junior,Forward,,,Bainbridge Island,Bainbridge Island,(WA) - Washington,False,,
James Andrew,University of the Pacific,Sophomore,Midfielder,6'1,,,Davis,(CA) - California,False,,6'0-6'6
Carlos Maldonado,University of the Pacific,Sophomore,Midfielder,6'1,,,Tulare,(CA) - California,False,,6'0-6'6
Ignacio Flores III,University of the Pacific,Graduate Student,Defender,6'0,,Cesar Chávez,Stockton,(CA) - California,False,,6'0-6'6
Juan Martinez,University of the Pacific,Sophomore,Goalkeeper,6'0,,,Baldwin Park,(CA) - California,False,,6'0-6'6
Carlito Saylon,University of Tulsa,Sophomore,Goalkeeper,6'0,190,Olathe East HS (Kan.),Brighton,(MI) - Michigan,False,170-199,6'0-6'6
Nils Orywol,University of Tulsa,Redshirt Senior,Defender,5'10,170,Kopernikusschule Freigericht,Geinhausen,Germany,True,170-199,5'8-5'11
Wes Bottenburg,University of Tulsa,Senior,Defender,6'0,165,Oosterlicht College,Utrecht,Netherlands,True,150-169,6'0-6'6
Kevin Thallinger,University of Tulsa,Senior,Defender,,,Freie Fachoberschule Leipzig,Markranstädt,Germany,True,,
Jared Aguilar,University of Tulsa,Redshirt Sophomore,Midfielder,5'9,142,Lone Star HS,Denton,(TX) - Texas,False,130-149,5'8-5'11
Alex Cunningham,University of Tulsa,Sophomore,Defender,5'10,155,Kansas City Christian School,Springfield,(MO) - Missouri,False,150-169,5'8-5'11
Gijs Hovius,University of Tulsa,Senior,Forward,,,Coffeyville CC / Missouri State,Voorthuizen,Netherlands,True,,
Gyuwon Chong,University of Tulsa,Redshirt Senior,Midfielder,5'10,138,North Kansas City HS,Kansas City,(MO) - Missouri,False,130-149,5'8-5'11
Bowen McCloud,University of Tulsa,Junior,Midfielder,6'0,155,Alpha Omega Academy,Wheaton,(IL) - Illinois,False,150-169,6'0-6'6
Aimar Membrila,University of Tulsa,Junior,Midfielder,5'10,155,Tulsa Soccer Academy,Tulsa,,False,150-169,5'8-5'11
Will Applegate,University of Tulsa,Junior,Midfielder,5'10,150,Bishop Kelley HS,Tulsa,,False,150-169,5'8-5'11
Trajan Wormington,University of Tulsa,Redshirt Freshman,Forward,6'1,160,Kansas City Christian School,Springfield,(MO) - Missouri,False,150-169,6'0-6'6
Ian McIntosh,University of Tulsa,Senior,Midfielder,5'9,140,Bishop Kelley HS,Tulsa,,False,130-149,5'8-5'11
Luke Adams,University of Tulsa,Redshirt Sophomore,Defender,6'4,175,McKinney North HS,McKinney,(TX) - Texas,False,170-199,6'0-6'6
Chris Nezianya,University of Tulsa,Sophomore,Forward,,,Plano West HS,Dallas,(TX) - Texas,False,,
Luc Achermann-Stanfield,University of Tulsa,Junior,Midfielder,6'1,180,Acland Burghley School,London,,False,170-199,6'0-6'6
Ben Berzen,University of Tulsa,Freshman,Forward,5'11,175,Max-Planck Gymnasium,Dortmund,Germany,True,170-199,5'8-5'11
Joses Chukwu,University of Tulsa,Freshman,Forward,5'10,170,Blyth Academy Downsview Park,Toronto,Ontario,True,170-199,5'8-5'11
Arnau Pedrola Fortuny,University of Tulsa,Freshman,Forward,6'0,172,INS La Mar de la Frau,Tarragona,Spain,True,170-199,6'0-6'6
Dani Gamboa,University of Tulsa,Sophomore,Defender,6'0,160,IES Francesc Ribalta,Barcelona,Spain,True,150-169,6'0-6'6
Sebastian Gorecki,University of Tulsa,Freshman,Goalkeeper,6'3,190,William Fremd HS,Palatine,(IL) - Illinois,False,170-199,6'0-6'6
Yonis Kireh,University of Tulsa,Sophomore,Defender,6'4,185,Lycée Daumier,Marseille,France,True,170-199,6'0-6'6
Jareth Mejia,University of Tulsa,Freshman,Midfielder,5'10,160,Allegiance Academy,Irving,(TX) - Texas,False,150-169,5'8-5'11
Joao Neves,University of Tulsa,Junior,Forward,5'10,165,E.E. Prof Albertina Fortarel,Sao Paulo,Brazil,True,150-169,5'8-5'11
Nick Nkansa-Dwamena,University of Tulsa,Freshman,Defender,5'9,160,Drapers’ Academy,London,,False,150-169,5'8-5'11
